objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
46239,Albuquerque Public Art,A multi colored scene of numerous people walking around a mall. Lots of light and shadow and fields of color.,paintings (visual works),The Mall,cited,oil paint (pigmented coating); canvas,2001,creation,58,height,inches,Enrique Montenegro,artist,person,Albuquerque Public Art,organization
46241,Albuquerque Public Art,Abstract assemblage with right angles and circles in various earth tones.,assemblages (sculpture),Velocipede,cited,mixed media; iron (metal),2001,creation,24,height,inches,Robert Hooton,artist,person,Albuquerque Public Art,organization
46243,Albuquerque Public Art,"A modernist abstract landscape with a shaft of light coming down on the sandia mountains. Bright blues, yellow and red with darker earth tones at edges.",paintings (visual works),Sandia Sunset,cited,acrylic paint,2001,creation,15,height,inches,Robert Hooton,artist,person,Albuquerque Public Art,organization
46245,Albuquerque Public Art,Reddish orange color field resin relief.,paintings (visual works),Untitled 541 (Orange) 7/8/01,cited,resin (organic material),2001,creation,24,height,inches,Florence Pierce,artist,person,Albuquerque Public Art,organization
46247,Albuquerque Public Art,Reddish purple color field resin relief.,paintings (visual works),Untitled #542 (Red),cited,resin (organic material),2001,creation,24,height,inches,Florence Pierce,artist,person,Albuquerque Public Art,organization
46249,Albuquerque Public Art,Realistic small bronze sculpture of a cowboy on a horse leading another horse carrying supplies down a rocky landscape.,sculpture (visual work),The Norther,cited,bronze (metal),2001,creation,19,height,inches,William Moyers,artist,person,Albuquerque Public Art,organization
46251,Albuquerque Public Art,Mosaic tiled walls along San Mateo Blvd. pedestrian walkway. Multi colored tiles cover this curvilinear structure.,sculpture (visual work); mosaics (visual works); architecture (object genre),Migrating - Home,cited,ceramic (material); glass (material),2003,creation,8,height,feet,Susan Linnell,artist,person,Albuquerque Public Art,organization
46258,Albuquerque Public Art,Lithograph print of an abstract red horse with numerous abstract figures in the background.,lithographs,Albuquerque,cited,ink,2001,creation,25,height,inches,Jaune Quick-to-See Smith,artist,person,Albuquerque Public Art,organization
46260,Albuquerque Public Art,"A wood, metal, and styrofoam model of a theater designed to be assembled and disassembled easily.",sculpture (visual work),17th Century Globe Theatre,cited,wood (plant material); paint; Styrofoam (TM),1994,creation,12,height,feet,John Malolepsy,artist,person,Albuquerque Public Art,organization
46264,Albuquerque Public Art,"Wood, metal and styrofoam model of a theater with a stage, actors and a director designed to be assembled and disassembled easily.",sculpture (visual work),European Opera House,cited,wood (plant material); paint; Styrofoam (TM),1994,creation,8,height,feet,John Malolepsy,artist,person,Albuquerque Public Art,organization
46267,Albuquerque Public Art,"Life size metal sculpture of an Eagle Dancer, a Native American figure with eagle wings.",sculpture (visual work),Eagle Dancer,cited,steel (alloy); cloth; epoxy resin,2002,creation,7,height,feet,John O'Connor,artist,person,Albuquerque Public Art,organization
46272,Albuquerque Public Art,"Brightly colored painting of a Buffalo Dancer, a Native American dancer with buffalo horns, a staff, a rattle and feathers.",paintings (visual works),Buffalo Dancer,cited,acrylic paint; canvas,2002,creation,6,height,feet,John Nieto,artist,person,Albuquerque Public Art,organization
46273,Albuquerque Public Art,"Bronze memorial sculpture depicting five men, one of whom has fallen while another man attempts to help him. One man holds a walking stick and one holds a gun.",maquettes (sculptures),Lest We Forget,cited,bronze (metal),1992,creation,10,height,inches,Charles Meketa,artist,person,Albuquerque Public Art,organization
46276,Albuquerque Public Art,Life-size bronze sculpture of Dr. John Aragon with a goatee wearing a cowboy hat.,sculpture (visual work),Dr. John A Aragon,cited,bronze (metal),2003,creation,52,height,inches,Judith Aragon,artist,person,Albuquerque Public Art,organization
46277,Albuquerque Public Art,Three ceramic tiled columns with bright colors and whimsical symbols and images.,sculpture (visual work); mosaics (visual works),Pillars of the Community (#1),cited,ceramic (material); concrete,2002,creation,12,height,feet,Eddie Dominguez,artist,person,Albuquerque Public Art,organization
46280,Albuquerque Public Art,Three ceramic tiled columns with bright colors and whimsical symbols and images.,sculpture (visual work),Pillars of the Community (#2),cited,ceramic tile; concrete,2002,creation,12,height,feet,Eddie Dominguez,artist,person,Albuquerque Public Art,organization
46282,Albuquerque Public Art,Three ceramic tiled columns with bright colors and whimsical symbols and images.,sculpture (visual work); mosaics (visual works),Pillars of the Community (#3),cited,ceramic tile; concrete,2002,creation,12,height,feet,Eddie Dominguez,artist,person,Albuquerque Public Art,organization
46284,Albuquerque Public Art,Ceramic tile mosaic mural with bright colors and forms.,mosaics (visual works),The Tools of Heroism,cited,ceramic tile,2002,creation,10,height,feet,Sheri Crider,artist,person,Albuquerque Public Art,organization
46290,Albuquerque Public Art,Slightly smaller than life-size neo-classical figure of a woman pouring water out of a jar.,sculpture (visual work),Braden Memorial,cited,zinc; iron (metal),2002,creation,4,height,feet,Mott,artist,person,Albuquerque Public Art,organization
46293,Albuquerque Public Art,Reused hollow aluminum fuel tanks formed into a large-scale contemporary representation of a yucca plant.,sculpture (visual work),Aluminum Yucca,cited,aluminum (metal),2003,creation,8,height,feet,Gordon Huether,artist,person,Albuquerque Public Art,organization
46297,Albuquerque Public Art,"Fourteen large steel and copper gates with abstract lines and shapes ""exploding"" into space.",architecture (object genre),In the Big Inning...,cited,aluminum (metal); stainless steel; copper (metal),2003,creation,8,height,feet,Jim Glidden,artist,person,Albuquerque Public Art,organization
46301,Albuquerque Public Art,Large scale replication of a magnifying glass with a finger print on the glass.,sculpture (visual work),Sleuth,cited,stainless steel; glass (material),2003,creation,22,height,feet,Howard Meehan,artist,person,Albuquerque Public Art,organization
46305,Albuquerque Public Art,Welded steel fence with Native American motifs throughout.,architecture (object genre),Yei Be Chei Central,cited,steel (alloy); paint,2004,creation,12,height,feet,Jake Lovato,artist,person,Albuquerque Public Art,organization
46306,Albuquerque Public Art,"Realistic southwestern landscape at sunset with trees, grass, mesas and clouds.",paintings (visual works),Waiting for Rain,cited,oil paint (pigmented coating); canvas,1992,creation,5,height,feet,J. Griffin,artist,person,Albuquerque Public Art,organization
46309,Albuquerque Public Art,Three life size bronze Sand Hill cranes flying up into the sky. They are attached to a tall pointed base.,sculpture (visual work),Journey Ahead,cited,bronze (metal),2004,creation,20,height,feet,Kevin Zuckerman,artist,person,Albuquerque Public Art,organization
46313,Albuquerque Public Art,"Three large steel cutout sculptures depicting baseball players in various levels of play, with lighting fixtures.",sculpture (visual work),9th Inning Heroes,cited,steel (alloy),2004,creation,18,height,feet,Lorenzo Romero;Robert Gold,artist;artist,person;person,Albuquerque Public Art,organization
46318,Albuquerque Public Art,27 illustrated information panels drawn by high school students divided up in three metal overlooks. One overlook is about plants and trees; one is about birds and the last is about fish and wildlife.,architecture (object genre),Montaño Bridge Interpretive Panels,cited,metal,2004,creation,12,height,inches,Margy O'Brien;Robert Peters,artist;artist,person;person,Albuquerque Public Art,organization
46323,Albuquerque Public Art,Nine large scale triangular prisms hung near the sky light in the Albuquerque Convention Center to reflect light and create rainbows on the surrounding walls and floor.,holograms; sculpture (visual work),Prism/Solar Spectrum,cited,acrylic,2004,creation,14,height,inches,Charles Ross,artist,person,Albuquerque Public Art,organization
46327,Albuquerque Public Art,Five metal benches under a metal  canopy with multi colored panels and painted carbon steel cutouts of abstract designs.,benches (furniture); sculpture (visual work); architecture (object genre),Dragons,cited,carbon steel,2004,creation,8,height,feet,Juan Navarrete,artist,person,Albuquerque Public Art,organization
46331,Albuquerque Public Art,"Mosaic tiled arched walls depicting Native American symbols, including deer, corn, water flowers and earth.",mosaics (visual works),Doorways to Imagination,cited,ceramic (material),2004,creation,9,height,feet,Cassandra Reid,artist,person,Albuquerque Public Art,organization
46338,Albuquerque Public Art,Large throne covered in brightly colored glass marbles and mosaic tiles arranged in traditional and contemporary African design motifs.,sculpture (visual work); mosaics (visual works),Throne of Nyoka,cited,steel (alloy); glass (material); ceramic tile,2004,creation,6,height,feet,Keith Oliver,artist,person,Albuquerque Public Art,organization
46343,Albuquerque Public Art,Brightly painted columns in traditional and contemporary African designs with a canopy overhead.,architecture (object genre),Pavilion,cited,steel (alloy); wood (plant material); paint,2004,creation,12,height,feet,Steve Teeters,artist,person,Albuquerque Public Art,organization
46347,Albuquerque Public Art,Two girls riding bike through a wave of water spewing out of a hydrant that is being turned on by a fireman.,sculpture (visual work),"""A Cool Friend""",cited,bronze (metal),2006,creation,6,height,feet,Reynaldo Rivera,artist,person,Albuquerque Public Art,organization
46352,Albuquerque Public Art,"Large steel sculpture composed of massive curvilinear shapes which spiral together in a sequential, upward gesture.",sculpture (visual work),Centric Shear,cited,steel (alloy),2005,creation,10,height,feet,Rico Eastman,artist,person,Albuquerque Public Art,organization
46358,Albuquerque Public Art,A pile or stack of three-dimensional stainless steel capital letters of the English alphabet.,sculpture (visual work),Alphabet Soup,cited,stainless steel,2005,creation,18,height,feet,Pete Beeman,artist,person,Albuquerque Public Art,organization
46363,Albuquerque Public Art,A ceramic tiled wall depicting a house with people inside and a fence with a road leading to the horizon. Colorful ceramic flowers dot the mosaic.,sculpture (visual work); mosaics (visual works),Valley Gardens: Past to the Present,cited,ceramic tile,2005,creation,5,height,feet,Cassandra Reid,artist,person,Albuquerque Public Art,organization
46369,Albuquerque Public Art,"Mosaic benches made with black and color ceramic tiles depicting spirals and other celestial patterns relating to the four seasons, directions and elements. Some of the tiles are stamped with lines from poems.",mosaics (visual works),Poets Plaza,cited,ceramic (material); concrete,2005,creation,2,height,feet,Cassandra Reid,artist,person,Albuquerque Public Art,organization
46375,Albuquerque Public Art,"Large ceramic male figure wearing green with the text ""I (heart) Albuquerque"" written on his back.",sculpture (visual work),Travelin' Man,cited,ceramic (material),2007,creation,17,height,feet,Wanxin Zhang,artist,person,Albuquerque Public Art,organization
46381,Albuquerque Public Art,"A large ""ribbon"" of steel winding along a wall at the airport. Lighting elements transform the color of the sculpture over a matter of seconds.",sculpture (visual work),La Serpentina,cited,carbon steel,2005,creation,2,height,feet,Regelio Madero,artist,person,Albuquerque Public Art,organization
46387,Albuquerque Public Art,Whimsical sculpture with multi colored panels and a large steel sphere at the top. Contains LED lighting components.,sculpture (visual work),Convoluted Ambiguity (Reach),cited,steel (alloy); LEDs,2009,creation,30,height,feet,Tom Askman,artist,person,Albuquerque Public Art,organization
46390,Albuquerque Public Art,Two tall cast aluminum towers of half circles facing each other.,sculpture (visual work),Metal Pages,cited,aluminum (metal),2005,creation,12,height,inches,William Vielehr,artist,person,Albuquerque Public Art,organization
46395,Albuquerque Public Art,Two bronze metal fish door handles with their mouths open.,sculpture (visual work); art objects (object genres),Grouper Fish Door Pulls,cited,bronze (metal),1996,creation,8,height,inches,Cathy Gore,artist,person,Albuquerque Public Art,organization
46397,Albuquerque Public Art,Stained glass wall with etchings of various animals and multi colored glass arranged in a geometric pattern.,stained glass (visual works),What's for Lunch (Wall),cited,stained glass (material),1996,creation,4,height,feet,Cathy Gore,artist,person,Albuquerque Public Art,organization
46401,Albuquerque Public Art,Stained glass wall with etchings of various animals and multi colored glass arranged in a geometric pattern.,stained glass (visual works),What's for Lunch (skylight 1),cited,stained glass (material),1996,creation,6,height,feet,Cathy Gore,artist,person,Albuquerque Public Art,organization
46403,Albuquerque Public Art,Stained glass wall with etchings of various animals and multi colored glass arranged in a geometric pattern.,stained glass (visual works),What's for Lunch (skylight 2),cited,stained glass (material),1996,creation,6,height,feet,Cathy Gore,artist,person,Albuquerque Public Art,organization
46412,Albuquerque Public Art,2 separate sculptures with three large spires curving upward attached to a granite base with twisting metal coils looping through them.,sculpture (visual work),Positive Energy of New Mexico,cited,bronze (metal); stainless steel; granite (rock),2007,creation,29,height,feet,Michael Metcalf,artist,person,Albuquerque Public Art,organization
46414,Albuquerque Public Art,2 separate sculptures with three large spires curving upward attached to a granite base with twisting metal coils looping through them.,sculpture (visual work),Positive Energy of New Mexico (#2),cited,bronze (metal); stainless steel; granite (rock),2007,creation,29,width,feet,Michael Metcalf,artist,person,Albuquerque Public Art,organization
46416,Albuquerque Public Art,Realistic bronze sculpture of a girl sitting down and holding out her hand to a butterfly.,sculpture (visual work),All Things are Possible,cited,bronze (metal),2005,creation,6,height,feet,Michael Naranjo,artist,person,Albuquerque Public Art,organization
46423,Albuquerque Public Art,Bronze sculptures of La Jornada marching into New Mexico. Includes many animals and figures.,sculpture (visual work),La Jornada / Cuarto Centenario,cited,bronze (metal),2005,creation,7,height,feet,Reynaldo Rivera,artist,person,Albuquerque Public Art,organization
46428,Albuquerque Public Art,Bronze sculptures of La Jornada marching into New Mexico. Includes many animals and figures.,sculpture (visual work),La Jornada / Cuarto Centenario,cited,bronze (metal),2005,creation,7,height,feet,Betty Sabo,artist,person,Albuquerque Public Art,organization
46432,Albuquerque Public Art,a land art style piece that leads the viewer in a spiral formation around rocks and other natural objects like shrubs and flowers.,sculpture (visual work),Numbe Whageh / Cuarto Centenario,cited,bronze (metal),2005,creation,25,height,feet,Nora Naranjo Morse,artist,person,Albuquerque Public Art,organization
46437,Albuquerque Public Art,Two towers with numerous stylistic symbols having to do with New Mexcio and the Southwest. Includes lighting elements.,sculpture (visual work),Tricentennial Towers (North Tower),cited,steel (alloy),2006,creation,65,height,feet,Jim Glidden,artist,person,Albuquerque Public Art,organization
46441,Albuquerque Public Art,Two towers with numerous stylistic symbols having to do with New Mexcio and the Southwest. Includes lighting elements.,sculpture (visual work),Tricentennial Towers (South Tower),cited,steel (alloy),2006,creation,65,height,feet,Jim Glidden,artist,person,Albuquerque Public Art,organization
46446,Albuquerque Public Art,Large steel sphere constructed out of small interlocking flat fish cut outs. It has a natural rusted surface.,sculpture (visual work),Fish Globe,cited,steel (alloy),2007,creation,12,height,feet,Colette Hosmer,artist,person,Albuquerque Public Art,organization
46452,Albuquerque Public Art,"Four steel spires that come together and then fan out and have steel ""leaves"" attached to resemble a bushel of wheat.",sculpture (visual work),Wheat,cited,steel (alloy),2005,creation,20,height,feet,Juan Navarrete;Patricia Navarrete,artist;artist,person;person,Albuquerque Public Art,organization
46456,Albuquerque Public Art,Representational bronze sculpture depicting a battle ship.,sculpture (visual work),Corazon,cited,bronze (metal),2007,creation,4,height,feet,Patrick Simpson,artist,person,Albuquerque Public Art,organization
46459,Albuquerque Public Art,Representational bronze sculpture depicting a battle ship.,wall pieces,BioPark Fence,cited,steel (alloy),2006,creation,4,height,feet,Danielle Miller,artist,person,Albuquerque Public Art,organization
46462,Albuquerque Public Art,"Hammered, sheet steel cut outs depicting various underwater animals and plants.",metalwork,BioPark Fence,cited,steel (alloy),2006,creation,7,height,feet,Jim Gallucci,artist,person,Albuquerque Public Art,organization
46468,Albuquerque Public Art,Large scale bronze sculpture of Harry E. Kinney walking up a set of steps holding a book and extending his hand.,sculpture (visual work),Harry E. Kinney Memorial,cited,bronze (metal),2009,creation,10,height,feet,Reynaldo Rivera,artist,person,Albuquerque Public Art,organization
46472,Albuquerque Public Art,Figurative bronze sculpture depicting three abstract native american faces with open mouths.,sculpture (visual work); wall pieces,Clouds,cited,bronze (metal),2009,creation,5,height,feet,Arlo Namingha,artist,person,Albuquerque Public Art,organization
46475,Albuquerque Public Art,Figurative bronze sculpture maquette depicting three abstract native american faces with open mouths.,reliefs (sculptures),Clouds (maquette),cited,bronze (metal),2009,creation,12,height,inches,Arlo Namingha,artist,person,Albuquerque Public Art,organization
46477,Albuquerque Public Art,"Set of three powder-coated steel sculptures depicting a skateboarding move called the ""kick flip"". The sculpture shows the sequence of the move and is made to look pixelated.",sculpture (visual work),Kick Flip Sequence,cited,steel (alloy),2009,creation,13,height,feet,Michael Whiting,artist,person,Albuquerque Public Art,organization
46483,Albuquerque Public Art,"Large L shaped monument to Cear Chavez that depicts a topographic map, farm workers, the UFW symbol, and the text ""si se puede"". The piece also has small nichos for the community to come and fill with any objects they choose. There are also seven pillars depicting the Virgin of Guadalupe.",sculpture (visual work),Cesar Chavez Monument,cited,concrete,2009,creation,11,height,feet,Paula Castillo,artist,person,Albuquerque Public Art,organization
46488,Albuquerque Public Art,watercolor of the Rio Grande and the surrounding bosque.,watercolors (paintings),Rio Grande,cited,watercolor (paint),2007,creation,36,height,inches,Charles Edmondson,artist,person,Albuquerque Public Art,organization
46490,Albuquerque Public Art,Steel sculpture with four panels that lean in towards the center as they rise towards the sky. small cut outs within the panels allow light to get through the sculpture.,sculpture (visual work),La Luz de Trescientos Años (Tricentennial Light),cited,stainless steel,2006,creation,18,height,feet,Patrick Alo,artist,person,Albuquerque Public Art,organization
46494,Albuquerque Public Art,Realistic pastel of the Sandia mountains.,paintings (visual works),Mountain Sunrise,cited,oil paint (pigmented coating),2007,creation,18,height,inches,Fredric Miller,artist,person,Albuquerque Public Art,organization
46496,Albuquerque Public Art,Oil on linen portrait of Gordon Church with a wood frame.,paintings (visual works),Gordon Church Portrait,cited,oil paint (pigmented coating); linen (material),2007,creation,21,height,inches,Leo Neufeld,artist,person,Albuquerque Public Art,organization
46498,Albuquerque Public Art,Sculpture is a mix of masonry and tile and depicts rock towers in a southwestern style.,architecture (object genre),La Compuerta (Los Candelarias Village Artwork,cited,cement products; ceramic tile,2007,creation,12,height,feet,Hank Saxe;Cynthia Patterson,artist;artist,person;person,Albuquerque Public Art,organization
46503,Albuquerque Public Art,Series of seven free standing rusted steel sculpture towers with various whimsical objects at the top which are painted in bright vivid colors.,sculpture (visual work),El Bosque de Los Sueños,cited,steel (alloy),2007,creation,25,height,feet,Ed Haddaway,artist,person,Albuquerque Public Art,organization
46509,Albuquerque Public Art,Tall walls along Unser north of Montano that depict abstract designs in ceramic tiles.,sculpture (visual work); architecture (object genre); wall pieces,Crossing,cited,steel (alloy); ceramic tile,2007,creation,1,length,mile,Jack Mackie,artist,person,Albuquerque Public Art,organization
46513,Albuquerque Public Art,roadway enhancement for Paseo del Norte that includes colored tile designs and images of animals and birds.,wall pieces,Paseo del Norte Roadway Installations,cited,steel (alloy); ceramic tile; masonry cement,2007,creation,1,length,mile,Jim Hirschfield;Sonya Ishi,artist;artist,person;person,Albuquerque Public Art,organization
46520,Albuquerque Public Art,computer illustrated portrait of a figure in a multitude of colors.,digital images,Sometimes He Could See Through Space,cited,mixed media,2007,creation,26,height,inches,Donald Rubinstein,artist,person,Albuquerque Public Art,organization
46522,Albuquerque Public Art,Landscape painting of trees covered in foliage. Autumnal colors used throughout and realistic nature verging on abstract.,paintings (visual works),Light Catcher,cited,oil paint (pigmented coating); canvas,2007,creation,29,height,inches,Angus MacPherson,artist,person,Albuquerque Public Art,organization
46524,Albuquerque Public Art,Graphic image of a tree in black and green on a white background.,drawings (visual works),Durand 8,cited,ink; paper (fiber product),2007,creation,30,height,inches,Margi Weir,artist,person,Albuquerque Public Art,organization
46526,Albuquerque Public Art,black and white photograph of a river and bosque in the foreground and background.,photographs,Grand River,cited,photographic materials,2007,creation,10,height,inches,David Ondrik,artist,person,Albuquerque Public Art,organization
46528,Albuquerque Public Art,"Black and white photograph of the sky, trees and a raven flying overhead.",photographs,Raven Flight I,cited,pigment; paper (fiber product),2007,creation,13,height,inches,Krista Elrick,artist,person,Albuquerque Public Art,organization
46530,Albuquerque Public Art,Black and white photograph of the bosque del apache sky at sunset with cloud formations and a flock of birds flying overhead.,photographs,Bosque del Apache,cited,pigment; paper (fiber product),2007,creation,20,height,inches,Krista Elrick,artist,person,Albuquerque Public Art,organization
46532,Albuquerque Public Art,"painting of jetty jacks, metal cord and a landscape beyond with blue sky. light and shadow and realistic.",paintings (visual works),Supporting Beams,cited,oil paint (pigmented coating); canvas,2007,creation,20,height,inches,Peggy Trigg,artist,person,Albuquerque Public Art,organization
46534,Albuquerque Public Art,photograph of a butte with water and a mesa beyond. Mysterious and quiet image.,photographs,Drained Butte,cited,photographic materials,2007,creation,10,height,inches,David Ondrik,artist,person,Albuquerque Public Art,organization
46536,Albuquerque Public Art,An abstract painting with multi colored lines and loops or circles of color and texture.,paintings (visual works),Rising Wedge,cited,acrylic paint; canvas,2007,creation,30,height,inches,Aaron Karp,artist,person,Albuquerque Public Art,organization
46538,Albuquerque Public Art,Painting of a silhouette of tree branches in black ink on wood panel. Very graphic and depicts the positive and negative space.,paintings (visual works),Aetheria II,cited,acrylic paint; ink; wood (plant material),2007,creation,30,height,inches,Danielle Miller,artist,person,Albuquerque Public Art,organization
46540,Albuquerque Public Art,Very graphic image of black and white shapes inside a negative space square.,monoprints (painting and printing works),Locus,cited,ink,2007,creation,35,height,inches,Susan Wing,artist,person,Albuquerque Public Art,organization
46542,Albuquerque Public Art,Painting consisting of tiny multi colored skulls.,paintings (visual works),AIDS Memorial,cited,oil paint (pigmented coating); canvas,2007,creation,22,height,inches,Clarence Giese,artist,person,Albuquerque Public Art,organization
46544,Albuquerque Public Art,Watercolor painting of a flowering cactus with light and shadow.,paintings (visual works),Cactus Ornament,cited,watercolor (paint),2007,creation,29,height,inches,Lauren Johnson,artist,person,Albuquerque Public Art,organization
46546,Albuquerque Public Art,Steel cut pipe reassembled to depict an abstract flower.,sculpture (visual work),Black o'matsapa (Black Sunflower),cited,steel (alloy),2007,creation,35,height,inches,Paula Castillo,artist,person,Albuquerque Public Art,organization
46548,Albuquerque Public Art,Digital print of various still life objects placed against a photo of dawn skylight.,digital images,Brighter Toward the Dawn,cited,ink,2007,creation,28,height,inches,David Antreasian,artist,person,Albuquerque Public Art,organization
46550,Albuquerque Public Art,Landscape photograph of Ft. Union NM that shows ancient ruins  and a vast sky covered in clouds.,photographs,"Ft. Union, NM",cited,ink,2007,creation,30,height,inches,John Lytton,artist,person,Albuquerque Public Art,organization
46552,Albuquerque Public Art,"oil painting that depicts an automobile, streets and a rural landscape in a realistic way with an abstract composition.",paintings (visual works),Overhead Vista,cited,oil paint (pigmented coating); canvas,2008,creation,38,height,inches,Cheryl Dietz,artist,person,Albuquerque Public Art,organization
46554,Albuquerque Public Art,"detonographics art piece that depicts leaves, animals, insects and other flora and fauna in a metal relief.",metalwork,Forest Floor,cited,metal,2008,creation,36,height,inches,Evelyn Rosenberg,artist,person,Albuquerque Public Art,organization
46556,Albuquerque Public Art,Two large steel half-spheres that face one another with curving tentacle-like steel protrusions and mosaic tiled benches in front of the Greyhound bus station.,sculpture (visual work),A Stop on the Rio Grande,cited,ceramic tile; steel (alloy),2010,creation,15,height,feet,John Davis,artist,person,Albuquerque Public Art,organization
46560,Albuquerque Public Art,mosiac tiled sculpture depicting leaf and floral inspired patterns.,mosaics (visual works),Pat Hurley Park Art - Phase I,cited,ceramic tile,2009,creation,8,height,feet,Patricio A. Zamora (PAZ),artist,person,Albuquerque Public Art,organization
46564,Albuquerque Public Art,"Brass and bronze sundial with nature, bird, and butterfly imagery atop a mosaic concrete base.",sculpture (visual work),Bird of Time Sundial,cited,bronze (metal); copper (metal); stainless steel,2009,creation,4,height,feet,Gino Schiavone,artist,person,Albuquerque Public Art,organization
46569,Albuquerque Public Art,Realistic oil painting depicting Albuquerque's main branch library downtown. View is from Copper looking west.,paintings (visual works),West Copper,cited,oil paint (pigmented coating); canvas,2008,creation,48,height,inches,Charles Gibbon,artist,person,Albuquerque Public Art,organization
46571,Albuquerque Public Art,Realistic oil painting depicting Albuquerque's main branch library downtown. View is from Copper looking west.,paintings (visual works),Main Library,cited,oil paint (pigmented coating),2008,creation,24,height,inches,Charles Gibbon,artist,person,Albuquerque Public Art,organization
46573,Albuquerque Public Art,Steel cut out shapes depicting firefighters.,reliefs (sculptures),Fire Station 5 (Sublimation of Flame),cited,steel (alloy),2010,creation,3,height,feet,Hi- Ying Wu,artist,person,Albuquerque Public Art,organization
46579,Albuquerque Public Art,"Multi-colored mosaic tiled wall surrounding Albuquerque's convention center with imagery of southwestern symbols, cultures and traditions.",mosaics (visual works),Convention Center Mural,cited,ceramic tile,2008,creation,6,height,feet,Cassandra Reid,artist,person,Albuquerque Public Art,organization
46585,Albuquerque Public Art,Panoramic landscape photograph of the road to Madrid from Albuquerque. The panoramic shot goes from the road up through the sky and to the mountains behind.,photographs,Road to Madrid,cited,photographic materials,2007,creation,68,height,inches,David Pittis,artist,person,Albuquerque Public Art,organization
46587,Albuquerque Public Art,Large tapestry embroidery based on a child's drawing of a map of Albuquerque.,fiber art,Historia de Barelas,cited,textile materials,1989,creation,5,height,feet,Helen Thompson,artist,person,Albuquerque Public Art,organization
46592,Albuquerque Public Art,Hand colored lithograph print with figurative and symbolic forms of animals and objects floating on a white background.,lithographs,Antbear and Acacia Tree,cited,ink; pigment,2000,creation,11,height,inches,Thamae Setshogao,artist,person,Albuquerque Public Art,organization
46594,Albuquerque Public Art,Hand colored lithograph print with figurative and symbolic forms of animals and objects floating on a white background.,lithographs,Jackal and Hyena,cited,ink; pigment,1902,creation,11,height,inches,Thamae Setshogao,artist,person,Albuquerque Public Art,organization
59372,Albuquerque Public Art,"This bench memorializes Gordon Church, a Vietnam Veteran and manager of the Albuquerque Public Art Program for 25 years. It is inspired by Gordon's practice of the Sufi whirling dervish dance tradition. There is a correlation between this dance and the infinity symbol and represent timelessness. The images used on the custom tile mosaic bench seats were chosen to represent Gordon's seasonal symbols, the lizard for summer and the deer for winter. The cloud image behind the bench was inspired by the dramatic cumulus cloud formations in the New Mexico sky.  Text from Gordon's journal was overlaid on top of the clouds to personalize the image and reference Gordon's service in Vietnam.",sculpture (visual work),Infinitus,cited,steel-aluminum alloy,2009,creation,,,,Susan Wink,artist,person,Albuquerque Public Art,organization
59373,Albuquerque Public Art,"A field of 150 angle irons placed atop a berm and arranged in rows of progressive slant and height, beginning at 27 degrees pointing north and finishing at 27 degrees pointing south. The effect describes a gentle curvilinear form that alludes to bird flight, arching wings and the pattern of feathers.",sculpture (visual work),Flyway,cited,steel (alloy),2011,creation,,,,Robert Wilson,artist,person,Albuquerque Public Art,organization
59379,Albuquerque Public Art,"Abstract architectural, geometric  painted mural in blue, yellow, green, white and black covering the front facade of the North 4th Arts Center.",mural paintings (visual works),Campo Expandido XVIII,cited,paint,2008,creation,,,,Raymundo Sesma,artist,person,Albuquerque Public Art,organization
59734,Albuquerque Public Art,"Fiberglass resin over foam forms depicting various desserts, a starfish and a mushroom done in a whimsical and colorful style.",sculpture (visual work),Milky Starfish,cited,fiberglass; resin (organic material); ,2008,creation,,,,Edith Pons,artist,person,Albuquerque Public Art,organization
59738,Albuquerque Public Art,Floral resin forms and other mural elements including painted vines and leaves on low wall in front of the Lowell Elementary School Library.,mural paintings (visual works),Lowell Elementary Sculpture Wall,cited,resin (organic material); paint,2008,creation,,,,Edward Duval-Carrie,artist,person,Albuquerque Public Art,organization
59742,Albuquerque Public Art,"The Center of the City project was inspired by a column by Leslie Linthicum in the Albuquerque Journal relating to surveyor Cliff Wilkie�s mission to identify the geographic center of the city. To commemorate New Mexico�s centennial, the Arts Board initiated a project to commemorate the center of Albuquerque when it achieved statehood in 1912 and at the time of the centennial in 2012. Yamilette Duarte�s designs featuring a compass rose, Zia symbol, and the letter �A� for Albuquerque were chosen to be produced as iron seals resembling manhole covers. The markers were cast at Highlands University in Las Vegas, NM.",metalwork,Center of the City Centennial Project (1912),cited,metal,2012,creation,,,,Yamilette M. Duarte,artist,person,Albuquerque Public Art,organization
59743,Albuquerque Public Art,"Steel florets welded together to create a highly decorative, curving  wall along a major thoroughfare.",wall pieces,Golf Course Road Art Fence,cited,metal,2008,creation,,,,Paula Castillo,artist,person,Albuquerque Public Art,organization
59747,Albuquerque Public Art,Portrait of two figures standing side by side. One has a long deer head and the other's face is blocked out by a long white beard.,paintings (visual works),Gentleman,cited,mixed media,2008,creation,,,,Nathan Ramone,artist,person,Albuquerque Public Art,organization
59749,Albuquerque Public Art,Tall bronze figurative sculpture with text and script relief along the surfaces.,sculpture (visual work),Book Warden,cited,bronze (metal),2009,creation,,,,Melissa Zink,artist,person,Albuquerque Public Art,organization
